invoice_id,unit_price,quantity,tax_5%,total,cogs,gross_margin_percentage,gross_income,rating,date,week_start,week_of_year,day_of_week,month_number,month_name,quarter,year,season,time,day_part,branch,city,customer_type,gender,payment,product_line
420-18-8989,51.52,8.0,20.608,432.768,412.16,4.761904762,20.608,9.6,2019-02-02,2019-01-28,5,6,2,February,1,2019,winter,15:47:00,noon,A,Yangon,Member,Female,Cash,Sports and travel
277-63-2961,73.97,1.0,3.6985,77.6685,73.97,4.761904762,3.6985,5.4,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,15:53:00,noon,B,Mandalay,Member,Male,Credit card,Sports and travel
573-98-8548,31.9,1.0,1.595,33.495,31.9,4.761904762,1.595,9.1,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,12:40:00,noon,C,Naypyitaw,Member,Female,Ewallet,Fashion accessories
620-02-2046,69.4,2.0,6.94,145.74,138.8,4.761904762,6.94,9.0,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,19:48:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Home and lifestyle
282-35-2475,93.31,2.0,9.331,195.951,186.62,4.761904762,9.331,6.3,2019-03-25,2019-03-25,13,1,3,March,1,2019,spring,17:53:00,evening,B,Mandalay,Normal,Female,Cash,Sports and travel
511-54-3087,88.45,1.0,4.4225,92.8725,88.45,4.761904762,4.4225,9.5,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,16:36:00,noon,B,Mandalay,Normal,Male,Credit card,Sports and travel
726-29-6793,24.18,8.0,9.672,203.112,193.44,4.761904762,9.672,9.8,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,20:54:00,evening,A,Yangon,Member,Male,Ewallet,Electronic accessories
387-49-4215,48.5,3.0,7.275,152.775,145.5,4.761904762,7.275,6.7,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,12:50:00,noon,B,Mandalay,Member,Female,Cash,Sports and travel
862-17-9201,84.05,6.0,25.215,529.515,504.3,4.761904762,25.215,7.7,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,10:48:00,morning,B,Mandalay,Normal,Female,Credit card,Food and beverages
291-21-5991,61.29,5.0,15.3225,321.7725,306.45,4.761904762,15.3225,7.0,2019-03-29,2019-03-25,13,5,3,March,1,2019,spring,14:28:00,noon,B,Mandalay,Member,Male,Cash,Health and beauty
602-80-9671,15.95,6.0,4.785,100.485,95.7,4.761904762,4.785,5.1,2019-02-09,2019-02-04,6,6,2,February,1,2019,winter,17:15:00,evening,C,Naypyitaw,Member,Female,Credit card,Home and lifestyle
347-72-6115,90.74,7.0,31.759,666.939,635.18,4.761904762,31.759,6.2,2019-01-16,2019-01-14,3,3,1,January,1,2019,winter,18:03:00,evening,B,Mandalay,Member,Female,Credit card,Sports and travel
209-61-0206,42.91,5.0,10.7275,225.2775,214.55,4.761904762,10.7275,6.1,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,17:29:00,evening,A,Yangon,Normal,Female,Ewallet,Home and lifestyle
595-27-4851,54.28,7.0,18.998,398.958,379.96,4.761904762,18.998,9.3,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,18:05:00,evening,A,Yangon,Normal,Female,Ewallet,Fashion accessories
189-52-0236,99.55,7.0,34.8425,731.6925,696.85,4.761904762,34.8425,7.6,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,12:07:00,noon,A,Yangon,Normal,Male,Cash,Electronic accessories
503-07-0930,58.39,7.0,20.4365,429.1665,408.73,4.761904762,20.4365,8.2,2019-02-23,2019-02-18,8,6,2,February,1,2019,winter,19:49:00,evening,C,Naypyitaw,Member,Male,Credit card,Sports and travel
413-20-6708,51.47,1.0,2.5735,54.0435,51.47,4.761904762,2.5735,8.5,2019-03-18,2019-03-18,12,1,3,March,1,2019,spring,15:52:00,noon,C,Naypyitaw,Member,Female,Ewallet,Fashion accessories
425-85-2085,54.86,5.0,13.715,288.015,274.3,4.761904762,13.715,9.8,2019-03-29,2019-03-25,13,5,3,March,1,2019,spring,16:48:00,noon,B,Mandalay,Member,Male,Ewallet,Health and beauty
521-18-7827,39.39,5.0,9.8475,206.7975,196.95,4.761904762,9.8475,8.7,2019-01-22,2019-01-21,4,2,1,January,1,2019,winter,20:46:00,evening,C,Naypyitaw,Member,Male,Credit card,Home and lifestyle
220-28-1851,34.73,2.0,3.473,72.933,69.46,4.761904762,3.473,9.7,2019-03-01,2019-02-25,9,5,3,March,1,2019,spring,18:14:00,evening,A,Yangon,Normal,Male,Ewallet,Home and lifestyle
600-38-9738,71.92,5.0,17.98,377.58,359.6,4.761904762,17.98,4.3,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,15:05:00,noon,C,Naypyitaw,Member,Male,Credit card,Sports and travel
734-91-1155,45.71,3.0,6.8565,143.9865,137.13,4.761904762,6.8565,7.7,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,10:34:00,morning,B,Mandalay,Normal,Female,Credit card,Electronic accessories
451-28-5717,83.17,6.0,24.951,523.971,499.02,4.761904762,24.951,7.3,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,11:23:00,noon,C,Naypyitaw,Member,Female,Cash,Home and lifestyle
609-81-8548,37.44,6.0,11.232,235.872,224.64,4.761904762,11.232,5.9,2019-02-06,2019-02-04,6,3,2,February,1,2019,winter,13:55:00,noon,A,Yangon,Member,Female,Credit card,Home and lifestyle
133-14-7229,62.87,2.0,6.287,132.027,125.74,4.761904762,6.287,5.0,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,11:43:00,noon,C,Naypyitaw,Normal,Male,Cash,Health and beauty
534-01-4457,81.71,6.0,24.513,514.773,490.26,4.761904762,24.513,8.0,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,14:36:00,noon,A,Yangon,Normal,Male,Credit card,Food and beverages
719-89-8991,91.41,5.0,22.8525,479.9025,457.05,4.761904762,22.8525,7.1,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,16:03:00,noon,A,Yangon,Member,Female,Ewallet,Sports and travel
286-62-6248,39.21,4.0,7.842,164.682,156.84,4.761904762,7.842,9.0,2019-01-16,2019-01-14,3,3,1,January,1,2019,winter,20:03:00,evening,B,Mandalay,Normal,Male,Credit card,Fashion accessories
339-38-9982,59.86,2.0,5.986,125.706,119.72,4.761904762,5.986,6.7,2019-01-13,2019-01-07,2,7,1,January,1,2019,winter,14:55:00,noon,B,Mandalay,Member,Male,Ewallet,Fashion accessories
827-44-5872,54.36,10.0,27.18,570.78,543.6,4.761904762,27.18,6.1,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,11:28:00,noon,B,Mandalay,Member,Female,Credit card,Food and beverages
827-77-7633,98.09,9.0,44.1405,926.9505,882.81,4.761904762,44.1405,9.3,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,19:41:00,evening,A,Yangon,Normal,Male,Cash,Sports and travel
287-83-1405,25.43,6.0,7.629,160.209,152.58,4.761904762,7.629,7.0,2019-02-12,2019-02-11,7,2,2,February,1,2019,winter,19:01:00,evening,A,Yangon,Normal,Male,Ewallet,Health and beauty
435-13-4908,86.68,8.0,34.672,728.112,693.44,4.761904762,34.672,7.2,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,18:04:00,evening,A,Yangon,Member,Male,Credit card,Fashion accessories
857-67-9057,22.95,10.0,11.475,240.975,229.5,4.761904762,11.475,8.2,2019-02-06,2019-02-04,6,3,2,February,1,2019,winter,19:20:00,evening,B,Mandalay,Normal,Male,Ewallet,Electronic accessories
236-27-1144,16.31,9.0,7.3395,154.1295,146.79,4.761904762,7.3395,8.4,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,10:31:00,morning,C,Naypyitaw,Normal,Female,Ewallet,Food and beverages
892-05-6689,28.32,5.0,7.08,148.68,141.6,4.761904762,7.08,6.2,2019-03-11,2019-03-11,11,1,3,March,1,2019,spring,13:28:00,noon,A,Yangon,Normal,Female,Ewallet,Home and lifestyle
583-41-4548,16.67,7.0,5.8345,122.5245,116.69,4.761904762,5.8345,7.4,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,11:36:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Home and lifestyle
339-12-4827,73.96,1.0,3.698,77.658,73.96,4.761904762,3.698,5.0,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,11:32:00,noon,B,Mandalay,Member,Female,Credit card,Fashion accessories
643-38-7867,97.94,1.0,4.897,102.837,97.94,4.761904762,4.897,6.9,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,11:44:00,noon,A,Yangon,Normal,Male,Ewallet,Home and lifestyle
308-81-0538,73.05,4.0,14.61,306.81,292.2,4.761904762,14.61,4.9,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,17:16:00,evening,A,Yangon,Normal,Female,Credit card,Fashion accessories
358-88-9262,87.48,6.0,26.244,551.124,524.88,4.761904762,26.244,5.1,2019-02-01,2019-01-28,5,5,2,February,1,2019,winter,18:43:00,evening,C,Naypyitaw,Member,Female,Ewallet,Food and beverages
460-35-4390,30.68,3.0,4.602,96.642,92.04,4.761904762,4.602,9.1,2019-01-22,2019-01-21,4,2,1,January,1,2019,winter,11:00:00,noon,A,Yangon,Normal,Male,Ewallet,Home and lifestyle
343-87-0864,75.88,1.0,3.794,79.674,75.88,4.761904762,3.794,7.1,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,10:30:00,morning,C,Naypyitaw,Member,Male,Credit card,Health and beauty
173-50-1108,20.18,4.0,4.036,84.756,80.72,4.761904762,4.036,5.0,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,12:14:00,noon,B,Mandalay,Member,Female,Credit card,Sports and travel
243-47-2663,18.77,6.0,5.631,118.251,112.62,4.761904762,5.631,5.5,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,16:43:00,noon,C,Naypyitaw,Member,Male,Credit card,Electronic accessories
841-18-8232,71.2,1.0,3.56,74.76,71.2,4.761904762,3.56,9.2,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,20:40:00,evening,B,Mandalay,Normal,Female,Credit card,Food and beverages
701-23-5550,38.81,4.0,7.762,163.002,155.24,4.761904762,7.762,4.9,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,13:40:00,noon,B,Mandalay,Member,Male,Ewallet,Home and lifestyle
647-50-1224,29.42,10.0,14.71,308.91,294.2,4.761904762,14.71,8.9,2019-01-12,2019-01-07,2,6,1,January,1,2019,winter,16:23:00,noon,A,Yangon,Normal,Female,Ewallet,Fashion accessories
541-48-8554,60.95,9.0,27.4275,575.9775,548.55,4.761904762,27.4275,6.0,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,12:08:00,noon,A,Yangon,Normal,Male,Credit card,Sports and travel
539-21-7227,51.54,5.0,12.885,270.585,257.7,4.761904762,12.885,4.2,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,17:45:00,evening,B,Mandalay,Normal,Female,Cash,Sports and travel
213-32-1216,66.06,6.0,19.818,416.178,396.36,4.761904762,19.818,7.3,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,10:28:00,morning,A,Yangon,Normal,Female,Cash,Electronic accessories
747-58-7183,57.27,3.0,8.5905,180.4005,171.81,4.761904762,8.5905,6.5,2019-02-09,2019-02-04,6,6,2,February,1,2019,winter,20:31:00,evening,B,Mandalay,Normal,Male,Ewallet,Fashion accessories
582-52-8065,54.31,9.0,24.4395,513.2295,488.79,4.761904762,24.4395,8.9,2019-02-22,2019-02-18,8,5,2,February,1,2019,winter,10:49:00,morning,B,Mandalay,Normal,Female,Cash,Fashion accessories
210-57-1719,58.24,9.0,26.208,550.368,524.16,4.761904762,26.208,9.7,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,12:34:00,noon,B,Mandalay,Normal,Female,Cash,Health and beauty
399-69-4630,22.21,6.0,6.663,139.923,133.26,4.761904762,6.663,8.6,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,10:23:00,morning,C,Naypyitaw,Normal,Male,Credit card,Electronic accessories
134-75-2619,19.32,7.0,6.762,142.002,135.24,4.761904762,6.762,6.9,2019-03-25,2019-03-25,13,1,3,March,1,2019,spring,18:51:00,evening,A,Yangon,Member,Male,Cash,Electronic accessories
356-44-8813,37.48,3.0,5.622,118.062,112.44,4.761904762,5.622,7.7,2019-01-20,2019-01-14,3,7,1,January,1,2019,winter,13:45:00,noon,B,Mandalay,Normal,Male,Credit card,Home and lifestyle
198-66-9832,72.04,2.0,7.204,151.284,144.08,4.761904762,7.204,9.5,2019-02-04,2019-02-04,6,1,2,February,1,2019,winter,19:38:00,evening,B,Mandalay,Member,Female,Cash,Fashion accessories
283-26-5248,98.52,10.0,49.26,1034.46,985.2,4.761904762,49.26,4.5,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,20:23:00,evening,C,Naypyitaw,Member,Female,Ewallet,Food and beverages
712-39-0363,41.66,6.0,12.498,262.458,249.96,4.761904762,12.498,5.6,2019-01-02,2018-12-31,1,3,1,January,1,2019,winter,15:24:00,noon,A,Yangon,Member,Male,Ewallet,Food and beverages
218-59-9410,72.42,3.0,10.863,228.123,217.26,4.761904762,10.863,8.2,2019-03-29,2019-03-25,13,5,3,March,1,2019,spring,16:54:00,noon,A,Yangon,Member,Female,Ewallet,Home and lifestyle
174-75-0888,21.58,9.0,9.711,203.931,194.22,4.761904762,9.711,7.3,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,12:32:00,noon,B,Mandalay,Normal,Male,Cash,Electronic accessories
866-99-7614,89.2,10.0,44.6,936.6,892.0,4.761904762,44.6,4.4,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,15:42:00,noon,C,Naypyitaw,Normal,Male,Credit card,Food and beverages
134-54-4720,42.42,8.0,16.968,356.328,339.36,4.761904762,16.968,5.7,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,13:58:00,noon,B,Mandalay,Normal,Female,Ewallet,Electronic accessories
760-90-2357,74.51,6.0,22.353,469.413,447.06,4.761904762,22.353,5.0,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,15:08:00,noon,A,Yangon,Member,Male,Ewallet,Electronic accessories
514-37-2845,99.25,2.0,9.925,208.425,198.5,4.761904762,9.925,9.0,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,13:02:00,noon,B,Mandalay,Normal,Male,Cash,Fashion accessories
698-98-5964,81.21,10.0,40.605,852.705,812.1,4.761904762,40.605,6.3,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,13:01:00,noon,A,Yangon,Normal,Female,Credit card,Food and beverages
718-57-9773,49.33,10.0,24.665,517.965,493.3,4.761904762,24.665,9.4,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,16:40:00,noon,C,Naypyitaw,Normal,Female,Credit card,Sports and travel
651-88-7328,65.74,9.0,29.583,621.243,591.66,4.761904762,29.583,7.7,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,13:55:00,noon,A,Yangon,Normal,Female,Cash,Fashion accessories
241-11-2261,79.86,7.0,27.951,586.971,559.02,4.761904762,27.951,5.5,2019-01-10,2019-01-07,2,4,1,January,1,2019,winter,10:33:00,morning,B,Mandalay,Normal,Female,Credit card,Fashion accessories
408-26-9866,73.98,7.0,25.893,543.753,517.86,4.761904762,25.893,4.1,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,16:42:00,noon,C,Naypyitaw,Normal,Female,Ewallet,Sports and travel
834-83-1826,82.04,5.0,20.51,430.71,410.2,4.761904762,20.51,7.6,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,17:16:00,evening,B,Mandalay,Member,Female,Credit card,Home and lifestyle
343-61-3544,26.67,10.0,13.335,280.035,266.7,4.761904762,13.335,8.6,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,11:48:00,noon,B,Mandalay,Member,Male,Cash,Sports and travel
239-48-4278,10.13,7.0,3.5455,74.4555,70.91,4.761904762,3.5455,8.3,2019-03-10,2019-03-04,10,7,3,March,1,2019,spring,19:35:00,evening,A,Yangon,Member,Male,Ewallet,Food and beverages
355-34-6244,72.39,2.0,7.239,152.019,144.78,4.761904762,7.239,8.1,2019-01-13,2019-01-07,2,7,1,January,1,2019,winter,19:55:00,evening,B,Mandalay,Normal,Male,Credit card,Food and beverages
550-84-8664,85.91,5.0,21.4775,451.0275,429.55,4.761904762,21.4775,8.6,2019-03-22,2019-03-18,12,5,3,March,1,2019,spring,14:33:00,noon,A,Yangon,Normal,Male,Credit card,Sports and travel
339-96-8318,81.31,7.0,28.4585,597.6285,569.17,4.761904762,28.4585,6.3,2019-03-01,2019-02-25,9,5,3,March,1,2019,spring,19:49:00,evening,B,Mandalay,Member,Male,Ewallet,Fashion accessories
458-61-0011,60.3,4.0,12.06,253.26,241.2,4.761904762,12.06,5.8,2019-02-20,2019-02-18,8,3,2,February,1,2019,winter,18:43:00,evening,B,Mandalay,Normal,Male,Cash,Food and beverages
592-34-6155,31.77,4.0,6.354,133.434,127.08,4.761904762,6.354,6.2,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,14:43:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Food and beverages
797-88-0493,64.27,4.0,12.854,269.934,257.08,4.761904762,12.854,7.7,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,13:54:00,noon,A,Yangon,Normal,Female,Cash,Health and beauty
207-73-1363,69.51,2.0,6.951,145.971,139.02,4.761904762,6.951,8.1,2019-03-01,2019-02-25,9,5,3,March,1,2019,spring,12:15:00,noon,B,Mandalay,Normal,Male,Ewallet,Health and beauty
390-31-6381,27.22,3.0,4.083,85.743,81.66,4.761904762,4.083,7.3,2019-01-07,2019-01-07,2,1,1,January,1,2019,winter,12:37:00,noon,C,Naypyitaw,Normal,Male,Cash,Food and beverages
443-82-0585,77.68,4.0,15.536,326.256,310.72,4.761904762,15.536,8.4,2019-02-01,2019-01-28,5,5,2,February,1,2019,winter,19:54:00,evening,A,Yangon,Member,Female,Cash,Health and beauty
339-18-7061,92.98,2.0,9.298,195.258,185.96,4.761904762,9.298,8.0,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,15:06:00,noon,C,Naypyitaw,Member,Female,Credit card,Fashion accessories
359-90-3665,18.08,4.0,3.616,75.936,72.32,4.761904762,3.616,9.5,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,18:03:00,evening,B,Mandalay,Member,Female,Credit card,Fashion accessories
375-72-3056,63.06,3.0,9.459,198.639,189.18,4.761904762,9.459,7.0,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,15:58:00,noon,B,Mandalay,Normal,Male,Ewallet,Sports and travel
127-47-6963,51.71,4.0,10.342,217.182,206.84,4.761904762,10.342,9.8,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,13:53:00,noon,A,Yangon,Normal,Male,Credit card,Health and beauty
278-86-2735,52.34,3.0,7.851,164.871,157.02,4.761904762,7.851,9.2,2019-03-27,2019-03-25,13,3,3,March,1,2019,spring,14:03:00,noon,A,Yangon,Normal,Female,Cash,Food and beverages
695-28-6250,43.06,5.0,10.765,226.065,215.3,4.761904762,10.765,7.7,2019-02-04,2019-02-04,6,1,2,February,1,2019,winter,16:38:00,noon,A,Yangon,Normal,Female,Ewallet,Sports and travel
379-17-6588,59.61,10.0,29.805,625.905,596.1,4.761904762,29.805,5.3,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,11:07:00,noon,C,Naypyitaw,Normal,Male,Cash,Fashion accessories
227-50-3718,14.62,5.0,3.655,76.755,73.1,4.761904762,3.655,4.4,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,12:23:00,noon,A,Yangon,Normal,Male,Cash,Health and beauty
302-15-2162,46.53,6.0,13.959,293.139,279.18,4.761904762,13.959,4.3,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,10:54:00,morning,C,Naypyitaw,Member,Male,Credit card,Health and beauty
788-07-8452,24.24,7.0,8.484,178.164,169.68,4.761904762,8.484,9.4,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,17:38:00,evening,C,Naypyitaw,Member,Female,Ewallet,Home and lifestyle
560-49-6611,45.58,1.0,2.279,47.859,45.58,4.761904762,2.279,9.8,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,14:13:00,noon,A,Yangon,Member,Female,Cash,Sports and travel
880-35-0356,75.2,3.0,11.28,236.88,225.6,4.761904762,11.28,4.8,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,11:51:00,noon,A,Yangon,Member,Female,Ewallet,Sports and travel
585-11-6748,96.8,3.0,14.52,304.92,290.4,4.761904762,14.52,5.3,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,13:05:00,noon,B,Mandalay,Member,Male,Cash,Sports and travel
470-31-3286,14.82,3.0,2.223,46.683,44.46,4.761904762,2.223,8.7,2019-03-01,2019-02-25,9,5,3,March,1,2019,spring,11:30:00,noon,B,Mandalay,Normal,Male,Credit card,Health and beauty
152-68-2907,52.2,3.0,7.83,164.43,156.6,4.761904762,7.83,9.5,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,13:30:00,noon,A,Yangon,Normal,Male,Credit card,Food and beverages
123-35-4896,46.66,9.0,20.997,440.937,419.94,4.761904762,20.997,5.3,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,19:11:00,evening,C,Naypyitaw,Normal,Female,Ewallet,Sports and travel
258-69-7810,36.85,5.0,9.2125,193.4625,184.25,4.761904762,9.2125,9.2,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,18:53:00,evening,C,Naypyitaw,Normal,Female,Cash,Fashion accessories
334-64-2006,70.32,2.0,7.032,147.672,140.64,4.761904762,7.032,9.6,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,14:22:00,noon,A,Yangon,Member,Female,Ewallet,Home and lifestyle
219-61-4139,83.08,1.0,4.154,87.234,83.08,4.761904762,4.154,6.4,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,17:16:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Electronic accessories
881-41-7302,64.99,1.0,3.2495,68.2395,64.99,4.761904762,3.2495,4.5,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,10:06:00,morning,C,Naypyitaw,Normal,Female,Credit card,Fashion accessories
373-09-4567,77.56,10.0,38.78,814.38,775.6,4.761904762,38.78,6.9,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,20:35:00,evening,C,Naypyitaw,Normal,Male,Ewallet,Food and beverages
642-30-6693,54.51,6.0,16.353,343.413,327.06,4.761904762,16.353,7.8,2019-03-17,2019-03-11,11,7,3,March,1,2019,spring,13:54:00,noon,B,Mandalay,Normal,Female,Ewallet,Sports and travel
484-22-8230,51.89,7.0,18.1615,381.3915,363.23,4.761904762,18.1615,4.5,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,20:08:00,evening,C,Naypyitaw,Member,Female,Cash,Fashion accessories
830-58-2383,31.75,4.0,6.35,133.35,127.0,4.761904762,6.35,8.6,2019-02-08,2019-02-04,6,5,2,February,1,2019,winter,15:26:00,noon,B,Mandalay,Normal,Male,Cash,Home and lifestyle
559-98-9873,53.65,7.0,18.7775,394.3275,375.55,4.761904762,18.7775,5.2,2019-02-10,2019-02-04,6,7,2,February,1,2019,winter,12:56:00,noon,A,Yangon,Member,Female,Ewallet,Fashion accessories
544-32-5024,49.79,4.0,9.958,209.118,199.16,4.761904762,9.958,6.4,2019-03-28,2019-03-25,13,4,3,March,1,2019,spring,19:16:00,evening,C,Naypyitaw,Member,Female,Credit card,Food and beverages
318-12-0304,30.61,1.0,1.5305,32.1405,30.61,4.761904762,1.5305,5.2,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,12:20:00,noon,A,Yangon,Normal,Male,Ewallet,Fashion accessories
349-97-8902,57.89,2.0,5.789,121.569,115.78,4.761904762,5.789,8.9,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,10:37:00,morning,B,Mandalay,Member,Male,Ewallet,Food and beverages
421-95-9805,28.96,1.0,1.448,30.408,28.96,4.761904762,1.448,6.2,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,10:18:00,morning,A,Yangon,Normal,Female,Credit card,Electronic accessories
277-35-5865,98.97,9.0,44.5365,935.2665,890.73,4.761904762,44.5365,6.7,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,11:23:00,noon,C,Naypyitaw,Member,Female,Cash,Food and beverages
789-23-8625,93.22,3.0,13.983,293.643,279.66,4.761904762,13.983,7.2,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,11:45:00,noon,B,Mandalay,Member,Male,Cash,Fashion accessories
284-54-4231,80.93,1.0,4.0465,84.9765,80.93,4.761904762,4.0465,9.0,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,16:08:00,noon,C,Naypyitaw,Member,Male,Credit card,Sports and travel
443-59-0061,67.45,10.0,33.725,708.225,674.5,4.761904762,33.725,4.2,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,11:25:00,noon,A,Yangon,Member,Male,Ewallet,Food and beverages
509-29-3912,38.72,9.0,17.424,365.904,348.48,4.761904762,17.424,4.2,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,12:24:00,noon,A,Yangon,Member,Female,Ewallet,Sports and travel
327-40-9673,72.6,6.0,21.78,457.38,435.6,4.761904762,21.78,6.9,2019-01-13,2019-01-07,2,7,1,January,1,2019,winter,19:51:00,evening,B,Mandalay,Member,Male,Cash,Sports and travel
840-19-2096,87.91,5.0,21.9775,461.5275,439.55,4.761904762,21.9775,4.4,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,18:10:00,evening,C,Naypyitaw,Member,Male,Ewallet,Electronic accessories
828-46-6863,98.53,6.0,29.559,620.739,591.18,4.761904762,29.559,4.0,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,11:22:00,noon,A,Yangon,Member,Male,Credit card,Food and beverages
641-96-3695,43.46,6.0,13.038,273.798,260.76,4.761904762,13.038,8.5,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,17:55:00,evening,C,Naypyitaw,Member,Female,Ewallet,Fashion accessories
420-97-3340,71.68,3.0,10.752,225.792,215.04,4.761904762,10.752,9.2,2019-03-28,2019-03-25,13,4,3,March,1,2019,spring,15:30:00,noon,A,Yangon,Normal,Female,Credit card,Food and beverages
436-54-4512,91.61,1.0,4.5805,96.1905,91.61,4.761904762,4.5805,9.8,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,19:44:00,evening,A,Yangon,Member,Female,Cash,Food and beverages
670-79-6321,94.59,7.0,33.1065,695.2365,662.13,4.761904762,33.1065,4.9,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,15:27:00,noon,B,Mandalay,Member,Female,Credit card,Home and lifestyle
852-62-7105,83.25,10.0,41.625,874.125,832.5,4.761904762,41.625,4.4,2019-01-12,2019-01-07,2,6,1,January,1,2019,winter,11:25:00,noon,B,Mandalay,Normal,Female,Credit card,Fashion accessories
598-06-7312,91.35,1.0,4.5675,95.9175,91.35,4.761904762,4.5675,6.8,2019-02-16,2019-02-11,7,6,2,February,1,2019,winter,15:42:00,noon,B,Mandalay,Member,Male,Cash,Fashion accessories
135-13-8269,78.88,2.0,7.888,165.648,157.76,4.761904762,7.888,9.1,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,16:04:00,noon,B,Mandalay,Member,Female,Cash,Food and beverages
816-57-2053,60.87,2.0,6.087,127.827,121.74,4.761904762,6.087,8.7,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,12:37:00,noon,A,Yangon,Normal,Male,Ewallet,Sports and travel
